audio,duration,sentence,was Ok?,status
01-201002-000224_bem_fb0_elicit_0.wav,5.1500625,pantu nga wapaapa ninshi ubukashana bwapwililila nakalyanakalya,TRUE,
01-201002-000224_bem_fb0_elicit_1.wav,3.584625,ine e candesha no kupwa kukali kwine,TRUE,
01-201002-000224_bem_fb0_elicit_2.wav,5.445,emulandu nabutukile ku mulume batufishe nankwe ku pritoria,TRUE,
01-201002-000224_bem_fb0_elicit_3.wav,4.4240625,njikala nankwe nomba nga ndi na bana umulongo,TRUE,
01-201002-000224_bem_fb0_elicit_4.wav,3.040125,no kubipa nga nabipa nganshi,TRUE,
01-201002-000224_bem_fb0_elicit_5.wav,2.7225,bushe iwe ifumo lyobe lilekusekesha,TRUE,
01-201002-000224_bem_fb0_elicit_6.wav,5.35425,ine ndeti umukashana uwawama umubili nga iwe talingile kukwata mwana,TRUE,
01-201002-000224_bem_fb0_elicit_7.wav,13.6125,nga wati bufi nakubepa ale leka ukatila fye ubushiku abalumendo bakeshiba ukuti waba no mwana apo pene tawakamone wa ku kubikako amano,TRUE,
01-201002-000224_bem_fb0_elicit_8.wav,10.4135625,ninshi apwa ilyo janet amwene aya mashiwi mukwai atala aikata na mu mutwe ubulanda bwamwishila ubukalamba,TRUE,
01-201002-000224_bem_fb0_elicit_9.wav,8.9615625,ukufuma bulya bwine bushiku atampa ne nshila sha kuti engonaeilamo ifumo no kufwaya ukuputule cupo na joni,TRUE,
01-201002-000224_bem_fb0_elicit_10.wav,8.1901875,ilyo joni afika pa nganda ukufuma kulya tusosele kwa banda janet ati bweleniko,TRUE,
01-201002-000224_bem_fb0_elicit_11.wav,9.5514375,joni te wakuposako na mano janet wena apo atendeka no kututuma ati nalimo nabamushimikila umulandu wa ku biaolo,TRUE,
01-201002-000224_bem_fb0_elicit_12.wav,9.7329375,pa kuti ahininkishe nga natesha cinecine amwipusha ati mwe bantu ndeti mwabweleni kanshi finshi ndufyenye pa kukaananjasuka,TRUE,
01-201002-000224_bem_fb0_elicit_13.wav,7.71375,joni amwasuka bukalibukali ati uleti no kuti mwabweleniko nga we ulewamya tala isa kuno tumfwe,TRUE,
01-201002-000224_bem_fb0_elicit_14.wav,2.904,baingila bonse babili mu nganda,TRUE,
01-201002-000224_bem_fb0_elicit_15.wav,9.4153125,apo pene joni asukushila janet kalata ilya yalwile mu cibemba ati e kalata afumine kuli banoko mwaice uyo ati,TRUE,
01-201002-000224_bem_fb0_elicit_16.wav,4.5375,janet camupesha amano alalakalaka fye na kalata mu minwe,TRUE,
01-201002-000224_bem_fb0_elicit_17.wav,12.25125,cilya ati asosepo cimo joni amuputula ati wikaana nelyo kamo pantu nga nayaleta abakukushinina cilesabipa sana,TRUE,
01-201002-000224_bem_fb0_elicit_18.wav,6.397875,iwe uwakutumine uyu kalata ni cibusa obe kapenta mubiyo ku lusaka kaana,TRUE,
01-201002-000224_bem_fb0_elicit_19.wav,10.118625,janet apakukanina pabula asumina ati kwena cinecine munandi e wantumine lelo kapenta alyupwa,TRUE,
01-201002-000224_bem_fb0_elicit_20.wav,4.08375,joni nga kanshi cinshi walemufishila,TRUE,
01-201002-000224_bem_fb0_elicit_21.wav,6.62475,janet naleti kuti wakalipa nga nakweba ica cishinka,TRUE,
01-201002-000224_bem_fb0_elicit_22.wav,4.129125,joni kuti nakalipa shani kalata nga pali ifisuma,TRUE,
01-201002-000224_bem_fb0_elicit_23.wav,8.031375,bushe ifi alembele muli uyu kalata kuti munandi alintemwa alamfushana ifyakuteeka inganda,TRUE,
01-201002-000224_bem_fb0_elicit_24.wav,8.62125,ine cinecine natwishika uyu mukashana teti abe uwaupwa bushe uwaupwa kuti akaana shani ukukwata abana,TRUE,
01-201002-000224_bem_fb0_elicit_25.wav,4.310625,nakulesha ukwasuka uyu kalata nga wayasuka pasopo,TRUE,
01-201002-000224_bem_fb0_elicit_26.wav,4.4240625,janet apo enamine fye panshi aleyalaula ne minwe,TRUE,
01-201002-000224_bem_fb0_elicit_27.wav,7.7818125,joni nao taishibe ukuti alyasuka kalata kale kabili lelo line no kubwela nabwela kalata,TRUE,
01-201002-000224_bem_fb0_elicit_28.wav,5.5130625,janet ati iyoo cinecine apo wandesha nshakamubweseshe kalata wakwe,TRUE,
01-201002-000224_bem_fb0_elicit_29.wav,6.0575625,aya mashiwi yati yapwe joni afumya icitukutuku pa kuti acipukute,TRUE,
01-201002-000224_bem_fb0_elicit_30.wav,8.303625,no twaice tubili twaisamwafwako ukuciwamya cilya bapwa icitukutuku calabeeka fye nge cipya,TRUE,
01-201002-000224_bem_fb0_elicit_31.wav,6.034875,joni asantika utwaice atupela na bishiketi twaya na kumwabo,TRUE,
01-201002-000224_bem_fb0_elicit_32.wav,15.5863125,joni na janet nabekala mu nganda joni alesoma inyushi janet wena alecisa amalaya baumfwa akaice pa mwinshi nimwe ndeita ba joni kwa paul canda,TRUE,
01-201002-000224_bem_fb0_elicit_33.wav,4.0156875,joni eya mune tangilako nalaisa nombaline,TRUE,
01-201002-000224_bem_fb0_elicit_34.wav,10.9126875,janet apo na maka mu mubili yapwa ku mwenso pantu ashininkisha ukuti nomba ilya nkaama yayaishibikwa,TRUE,
01-201002-000224_bem_fb0_elicit_35.wav,12.705,apo acikalipa filya pa mulandu wa kalata nga kanshi nga itesha calo lya ku biaolo nga lyaishibikwa cileisaba shani,TRUE,
01-201002-000224_bem_fb0_elicit_36.wav,8.9615625,cilya joni ashingilila janet aleka no kucisa amalaya alatontonkanya ifyakucita pa kupusuka ku bukali bwakwa joni,TRUE,
01-201002-000224_bem_fb0_elicit_37.wav,3.4711875,asanga inshila ya mupepi kubeepa ukulwala,TRUE,
01-201002-000224_bem_fb0_elicit_38.wav,7.16925,pa nshita ii janet takwali cintu cimbi ico aletinisha muno calo ngo bukali bwakwa joni,TRUE,
01-201002-000224_bem_fb0_elicit_39.wav,6.3525,lulya lupi amumine mu biaolo tatwalemuteeka bwino nga aibukisha,TRUE,
01-201002-000224_bem_fb0_elicit_40.wav,6.216375,joni afika pa nganda pa paul aingila balaposhanya na babiye,TRUE,
01-201002-000224_bem_fb0_elicit_41.wav,13.476375,baikala balalya ne cakulya ubwali cilya bwapwa joni kwati naishiba ukuti ababiye bali ne lyashi lyakumweba e watampako ati,TRUE,
01-201002-000224_bem_fb0_elicit_42.wav,7.305375,bushe bane ili nail ku cipatala tamwalemonako imyendele ya uyu tauni gelo natatamuna,TRUE,
01-201002-000224_bem_fb0_elicit_43.wav,8.5985625,robin e mutanshi pa kwasuka ati mune kwena witila ifwe tuli fimpatanya ifyaikele pakati ka nshila,TRUE,
01-201002-000224_bem_fb0_elicit_44.wav,8.938875,tulekweba icishinka ukuti imisango ya mwina mobe pa nshita wali ku cipatala ifwe tayatusekesha nakalya,TRUE,
01-201002-000224_bem_fb0_elicit_45.wav,10.4589375,yama bulya bushiku kuti twati tupitile ku biaolo no munandi canda uyu twamona palya bacindila jaivi,TRUE,
01-201002-000224_bem_fb0_elicit_46.wav,9.5968125,mulamu kuti nga bamuselebula kuli ulya wine canga walopwele bushiku bumo ulya umundebele,TRUE,
01-201002-000224_bem_fb0_elicit_47.wav,8.80275,kabili teti utunganye umuntu uuli pa bukulu kuti atemwa ukucinshiwa ulya musango,TRUE,
01-201002-000224_bem_fb0_elicit_48.wav,11.4118125,wena ngefyo wishibe ifwe twalikalipe sana no kufwaya ukulopola ulya canga lelo twatinine ukusebanya mulamu,TRUE,
01-201002-000224_bem_fb0_elicit_49.wav,12.2285625,mulumu wena ati ashitumona fye aongoloka bayakumanina mu citenge cimbi na kapanga wine ulya,TRUE,
01-200918-130145_bem_d31_elicit_0.wav,7.2373125,pa bushiku bwakonkelepo ali no mulimo ku ncito uwakulanshanya mu kwipusha na shimakwebo umo,TRUE,
01-200918-130145_bem_d31_elicit_1.wav,4.0610625,yohane atemenwe ukulanshanya na bantu mu kwipushanya,TRUE,
01-200918-130145_bem_d31_elicit_2.wav,3.8795625,ilyo afikile aingile mu ng'anda no kutila tata naisa,TRUE,
01-200918-130145_bem_d31_elicit_3.wav,6.9650625,yohane atile ninshi  mu kupelekesha ico amwene ukuti bawishi bekele fye tondolo mu cipuna,TRUE,
01-200918-130145_bem_d31_elicit_4.wav,1.8830625,tata bushe namulwala,TRUE,
01-200918-130145_bem_d31_elicit_5.wav,2.6090625,sembe atile iyo nshilwele,TRUE,
01-200918-130145_bem_d31_elicit_6.wav,2.99475,nomba cinshi cicitike mulemoneka ngo mulwele,TRUE,
01-200918-130145_bem_d31_elicit_7.wav,3.90225,wishi atile ikala panshi nalakweba fyonse pakuti umfwe,TRUE,
01-200918-130145_bem_d31_elicit_8.wav,2.677125,efyo yohane aikeleko pakuti omfwe kuli wishi,TRUE,
01-200918-130145_bem_d31_elicit_9.wav,8.712,sembe aikele bwino pa cipuna no kubwesha icefu elyo atendeke ukulondolola mwi shiwi ilyanaka no kutompoka,TRUE,
01-200918-130145_bem_d31_elicit_10.wav,11.16225,ilyo nacilapekanya ukuya kukulanshanya kwa badikone mu kwaluka kwa kasuba ilelo line nacipokelela shimapepo ukufuma ku mwalo,TRUE,
01-200918-130145_bem_d31_elicit_11.wav,6.488625,yohane mu kucilinganya atile bushe ni ba kiambi abali no kwisa uyu mweshi uuleisa,TRUE,
01-200918-130145_bem_d31_elicit_12.wav,5.7399375,wishi atile ubu butandashi bwaciba ubwakupumikisha kabili ubwaibela,TRUE,
01-200918-130145_bem_d31_elicit_13.wav,4.4240625,pantu uyu shimapepo acisa na namayo pamo no mukashana uwa myaka fourteen,TRUE,
01-200918-130145_bem_d31_elicit_14.wav,6.942375,uyu makashana aciba ne fumo kabili aleeba abantu bonse mu mushi ukuti paulo ewamupele ili fumo,TRUE,
01-200918-130145_bem_d31_elicit_15.wav,3.3804375,ati shani yohane aima na pacipuna,TRUE,
01-200918-130145_bem_d31_elicit_16.wav,8.8708125,bushe alipena mwimuleka ukutwalilila ukulanda ifyo sembe aikele fye tondolo,TRUE,
01-200918-130145_bem_d31_elicit_17.wav,4.1971875,yohane aipwishe wishi ati tata bushe mulesuminisha ayo mashiwi,TRUE,
01-200918-130145_bem_d31_elicit_18.wav,2.2006875,wishi atile ikalisha mu cipuna,TRUE,
01-200918-130145_bem_d31_elicit_19.wav,3.766125,lelo yohane aikele fye pampela ya cipuna kwati alefwaya ukwima,TRUE,
01-200918-130145_bem_d31_elicit_20.wav,11.2303125,efyo wishi atwalilile ukulondolola na ine wine nshacisumina ilyo bakiambi bacinjeba e calenga nacituma umuntu ukuyaita paulo,TRUE,
01-200918-130145_bem_d31_elicit_21.wav,3.947625,bakiambi na ine twacingila mu cilonganino umwaciba badikone,TRUE,
01-200918-130145_bem_d31_elicit_22.wav,4.5375,pali iyi nshita twaceba uyu namayo no mukashana ukushala panse,TRUE,
01-200918-130145_bem_d31_elicit_23.wav,3.1081875,yohane mu kupeshiwa mano atile twalilileni tata,TRUE,
01-200918-130145_bem_d31_elicit_24.wav,11.5479375,pakubala paulo umukalamba obe acikana lelo ilyo twacingisha umukashana na banyina mu cilonganino elyo acisumina,TRUE,
01-200918-130145_bem_d31_elicit_25.wav,3.2443125,sembe alekele ukulondolola kabili afimbile pa menso,TRUE,
01-200918-130145_bem_d31_elicit_26.wav,4.1518125,kumfwa yohane ena elyo aikele bwino pa cipuna,TRUE,
01-200918-130145_bem_d31_elicit_27.wav,3.5619375,yohane atile acisumina kanshi e kutila cishinka,TRUE,
01-200918-130145_bem_d31_elicit_28.wav,5.2861875,wishi apukwinye fye umutwe elyo bonse babili baikele tondolo pa nshita iinono,TRUE,
01-200918-130145_bem_d31_elicit_29.wav,4.945875,elyo yohane aipwishe wishi ati bushe cinshi calengele paulo ukucita icintu ca musango uyu,TRUE,
01-200918-130145_bem_d31_elicit_30.wav,6.4205625,wishi amwebele ukuti ilyo thomas nyoka aipwishe paulo ili lipusho,TRUE,
01-200918-130145_bem_d31_elicit_31.wav,3.3350625,paulo atile ciwa ewantukile elyo nabembwike,TRUE,
01-200918-130145_bem_d31_elicit_32.wav,3.0174375,mu kuilishanya sembe atile abembuka,TRUE,
01-200918-130145_bem_d31_elicit_33.wav,2.9266875,umwana wandi uo natambike kuli lesa ilyo afyelwe,TRUE,
01-200918-130145_bem_d31_elicit_34.wav,4.1518125,umwana uwasambilila icebo cakwa lesa kabila wa mbila nsuma,TRUE,
01-200918-130145_bem_d31_elicit_35.wav,4.44675,umwana wandi uwaupa kabili uwakwata bana mutanda abembuka,TRUE,
01-200918-130145_bem_d31_elicit_36.wav,7.53225,efyo sembe aiketwe icikonko icakuti yohane takwete icakusosa pakuti amukoseleshe,FALSE,Verified
01-200918-130145_bem_d31_elicit_37.wav,2.4275625,tata  tata tulemupepelako,TRUE,
01-200918-130145_bem_d31_elicit_38.wav,6.4659375,sembe atwalilile ukuilishanya ukumupepela ukumupepela ine nalemupepela ne lintu talafyalwa,TRUE,
01-200918-130145_bem_d31_elicit_39.wav,3.1535625,apo nabembuka amapepo tayafute ificitike,TRUE,
01-200918-130145_bem_d31_elicit_40.wav,6.579375,mu kutontonkanya ukuti nalimo bawishi kuti baumfwako bwino nga cakuti nalimo bawishi kuti bashala beka,TRUE,
01-200918-130145_bem_d31_elicit_41.wav,2.8359375,yohane alibwelelemo ku ng'anda ku mwakwe,TRUE,
01-200918-130145_bem_d31_elicit_42.wav,4.6963125,ilyo afikile asangile amapepala yali fye ayasalangana pe tebulo nga fintu ayashile,TRUE,
01-200918-130145_bem_d31_elicit_43.wav,5.6945625,aikele pa cipuna no kwesha ukupekanya umulimo akwete ku ncito mu bushiku ubwakonkapo,TRUE,
01-200918-130145_bem_d31_elicit_44.wav,6.534,alifililwe pantu amatontonkanyo yakwe yalebwelela ku fintu ifyacitike ku mukalamba wakwe paulo,TRUE,
01-200918-130145_bem_d31_elicit_45.wav,4.5148125,mu ng'anda mwali tondolo pantu ni pali ubu bwine bushiku elyo maria,TRUE,
01-200918-130145_bem_d31_elicit_46.wav,8.43975,umukashi wakwe pamo na bana babo babili baile mu kutandalila abafyashi abaleikala ku mushi uwali ku kapinda ka kuso,TRUE,
01-200918-130145_bem_d31_elicit_47.wav,4.356,pa mulandu wa fintu fyacitike camoneke kwati papita umwaka,TRUE,
01-200918-130145_bem_d31_elicit_48.wav,2.2914375,yohane aliikoseleshe ukubomba,TRUE,
01-200918-130145_bem_d31_elicit_49.wav,3.5619375,cilya fye atendeka ukubomba kwaishile umwaice wakwe dabidi,TRUE,
01-201001-231632_bem_fb0_elicit_0.wav,4.945875,bushe ulya cilumendo bali nankwe tye ulya joni aumine icabipisha nganshi,FALSE,Verified
01-201001-231632_bem_fb0_elicit_1.wav,6.62475,robin wena ico amano yakwe yali nga yakwa joni apo pene aeba paul ati,TRUE,
01-201001-231632_bem_fb0_elicit_2.wav,5.944125,boi kanje ncaye kapanga kanshi ne mpumo sha ntanshi tashiteseshe,TRUE,
01-201001-231632_bem_fb0_elicit_3.wav,10.61775,kabili joni nga afuma mu cipatala tuli no kumweba pantu teti tuleke umunensu balemusebanya ku canakashi ca mano ya bukapenta,TRUE,
01-201001-231632_bem_fb0_elicit_4.wav,11.207625,paul mwandi panoesonde palilalwa we wefumo niwe ulesebulwa filya ne mpukushilo shileshala na pa mbililibili,TRUE,
01-201001-231632_bem_fb0_elicit_5.wav,5.5130625,nacine abalumando bayaiminina mupepi bali nga baletamba jaivi,TRUE,
01-201001-231632_bem_fb0_elicit_6.wav,7.033125,kuti janet ati ndoleshe mu mbali ifi amona fye amenso yane yalemutambo,TRUE,
01-201001-231632_bem_fb0_elicit_7.wav,7.668375,apo pene janet alatotosha umulumendo ati ala natuleke bamo abanjishiba balentamba,TRUE,
01-201001-231632_bem_fb0_elicit_8.wav,6.6020625,bati baleke  ukucinda janet na cilumendo wakwe balunila na mu mabumba ya bantu,TRUE,
01-201001-231632_bem_fb0_elicit_9.wav,12.9091875,robin alaeba paul ati ulya mukashana ulemona nga tatumubwelepo ilyo twingafisha umulandu kuli joni kuti akaana akoola na pa lulimi,TRUE,
01-201001-231632_bem_fb0_elicit_10.wav,4.401375,enda tumufwaye tumukalipile nakuba abwelele na ku mushi,TRUE,
01-201001-231632_bem_fb0_elicit_11.wav,8.303625,balamufwaya kuti ngefi babatulila mu citenge bali na cilumendo wakwe wine balenwa ubwalwa,TRUE,
01-201001-231632_bem_fb0_elicit_12.wav,5.4676875,robin alembula janet ati mulamu tala isa kuno tumfwe,TRUE,
01-201001-231632_bem_fb0_elicit_13.wav,5.1046875,ukwabula no kwasuka janet aima akonka robin panse,TRUE,
