,date,speaker_id,audio_id
55,2020-10-01T23:15:19Z,S1,201002-011519_bem_fb0_elicit_24
56,2020-09-15T12:34:50Z,S14,200915-143450_bem_346_elicit_18
57,2020-09-21T22:31:22Z,S1,200922-003122_bem_d31_elicit_49
58,2020-10-01T21:45:13Z,S1,201001-234513_bem_fb0_elicit_14
59,2020-10-05T20:41:41Z,S1,201005-224141_bem_fb0_elicit_58
60,2020-09-16T13:24:19Z,S9,200916-152419_bem_346_elicit_25
61,2020-10-01T18:45:24Z,S1,201001-204524_bem_fb0_elicit_35
62,2020-09-16T09:56:46Z,S3 ,200916-115646_bem_a40_elicit_20
63,2020-09-24T17:41:33Z,S2,200924-194133_bem_798_elicit_18
64,2020-09-16T17:58:42Z,S3,200916-195842_bem_a40_elicit_0
65,2020-10-05T21:42:15Z,S1,201005-234215_bem_fb0_elicit_29
66,2020-10-07T00:29:20Z,S2,201007-022920_bem_798_elicit_39
67,2020-09-16T10:58:00Z,S3 ,200916-125800_bem_a40_elicit_8
68,2020-09-14T16:06:22Z,S13,200914-180622_bem_346_elicit_23
69,2020-09-16T09:34:09Z,S3 ,200916-113409_bem_a40_elicit_36
70,2020-09-16T21:21:35Z,S5,200916-232135_bem_346_elicit_9
71,2020-10-09T08:50:41Z,S6,201009-105041_bem_526_elicit_42
72,2020-09-16T13:27:53Z,S3,200916-152753_bem_a40_elicit_5
73,2020-09-16T11:37:12Z,S2,200916-133712_bem_798_elicit_3
74,2020-09-22T07:00:11Z,S1,200922-090011_bem_d31_elicit_42
75,2020-09-22T07:36:21Z,S1,200922-093621_bem_d31_elicit_18
76,2020-09-21T21:53:28Z,S1,200921-235328_bem_d31_elicit_11
77,2018-01-01T00:09:58Z,S1,180101-020958_bem_d31_elicit_18
78,2020-09-24T18:09:08Z,S2,200924-200908_bem_798_elicit_7
79,2020-09-22T07:15:56Z,S1,200922-091556_bem_d31_elicit_42
80,2020-09-18T10:00:21Z,S1,200918-120021_bem_d31_elicit_42
81,2020-09-30T11:31:48Z,S1,200930-133148_bem_fb0_elicit_31
82,2020-10-01T08:56:46Z,S2,201001-105646_bem_798_elicit_16
83,2020-09-18T10:00:21Z,S1,200918-120021_bem_d31_elicit_1
84,2020-10-03T21:59:42Z,S2,201003-235942_bem_798_elicit_28
85,2020-09-16T03:20:04Z,S11 ,200916-052004_bem_a40_elicit_9
86,2020-09-18T07:34:26Z,S3,200918-093426_bem_a40_elicit_59
87,2020-10-01T17:55:52Z,S1,201001-195552_bem_fb0_elicit_4
88,2020-09-16T13:27:53Z,S3,200916-152753_bem_a40_elicit_3
89,2018-01-01T01:18:48Z,S1,180101-031848_bem_d31_elicit_4
90,2020-09-21T13:48:23Z,S2,200921-154823_bem_798_elicit_28
91,2020-10-12T16:46:52Z,S1,201012-184652_bem_fb0_elicit_1
92,2020-09-16T17:36:11Z,S9,200916-193611_bem_346_elicit_13
93,2020-09-16T14:19:26Z,S3,200916-161926_bem_a40_elicit_3
94,2020-09-17T07:58:49Z,S3,200917-095849_bem_a40_elicit_59
95,2020-09-15T10:01:30Z,S9,200915-120130_bem_346_elicit_48
96,2018-01-02T12:32:43Z,S1,180102-143243_bem_d31_elicit_34
97,2020-09-18T05:54:58Z,S1,200918-075458_bem_d31_elicit_38
98,2020-10-09T09:47:23Z,S15,201009-114723_bem_40e_elicit_21
99,2020-09-21T21:53:28Z,S1,200921-235328_bem_d31_elicit_4
100,2020-09-21T13:48:23Z,S2,200921-154823_bem_798_elicit_13
101,2020-09-17T12:23:12Z,S5,200917-142312_bem_346_elicit_33
102,2020-10-04T18:13:13Z,S1,201004-201313_bem_fb0_elicit_47
103,2020-09-18T06:40:55Z,S4,200918-084055_bem_197_elicit_10
104,2020-09-21T08:58:18Z,S2,200921-105818_bem_798_elicit_48
105,2020-09-16T18:24:26Z,S3,200916-202426_bem_a40_elicit_14
106,2020-10-01T08:56:46Z,S2,201001-105646_bem_798_elicit_43
107,2020-09-16T15:13:39Z,S3,200916-171339_bem_a40_elicit_47
108,2020-09-24T23:05:37Z,S2,200925-010537_bem_798_elicit_28
109,2020-09-22T07:15:56Z,S1,200922-091556_bem_d31_elicit_32
110,2020-10-01T22:39:45Z,S1,201002-003945_bem_fb0_elicit_5
111,2020-10-05T23:58:24Z,S2,201006-015824_bem_798_elicit_21
112,2020-09-24T19:45:22Z,S2,200924-214522_bem_798_elicit_47
113,2020-09-18T07:01:25Z,S1,200918-090125_bem_d31_elicit_8
114,2020-09-24T19:45:22Z,S2,200924-214522_bem_798_elicit_25
115,2020-09-14T18:24:59Z,S1,200914-202459_bem_d31_elicit_1
116,2020-10-05T20:41:41Z,S1,201005-224141_bem_fb0_elicit_45
117,2020-09-16T12:28:56Z,S2,200916-142856_bem_798_elicit_14
118,2020-09-18T07:54:53Z,S3,200918-095453_bem_a40_elicit_25
119,2020-10-05T22:52:22Z,S2,201006-005222_bem_798_elicit_14
120,2020-09-17T12:30:10Z,S5,200917-143010_bem_346_elicit_32
121,2018-01-01T10:09:03Z,S1,180101-120903_bem_d31_elicit_33
122,2020-10-12T16:23:47Z,S1,201012-182347_bem_fb0_elicit_26
123,2020-09-17T20:54:08Z,S4,200917-225408_bem_197_elicit_23
124,2020-09-29T20:13:42Z,S1,200929-221342_bem_fb0_elicit_48
125,2020-09-16T20:38:05Z,S5,200916-223805_bem_346_elicit_16
126,2018-01-01T04:00:18Z,S1,180101-060018_bem_d31_elicit_13
127,2018-01-01T00:39:53Z,S1,180101-023953_bem_d31_elicit_2
128,2020-09-18T08:07:05Z,S3,200918-100705_bem_a40_elicit_19
129,2020-09-18T06:10:50Z,S1,200918-081050_bem_d31_elicit_38
130,2020-10-09T09:47:23Z,S15,201009-114723_bem_40e_elicit_19
131,2020-09-14T18:24:59Z,S1,200914-202459_bem_d31_elicit_39
132,2020-09-16T03:20:04Z,S11 ,200916-052004_bem_a40_elicit_25
133,2020-10-06T22:23:28Z,S2,201007-002328_bem_798_elicit_48
134,2020-10-05T20:20:19Z,S1,201005-222019_bem_fb0_elicit_46
135,2020-09-18T09:00:12Z,S1,200918-110012_bem_d31_elicit_5
136,2020-09-21T14:24:47Z,S2,200921-162447_bem_798_elicit_25
137,2020-09-16T10:59:10Z,S2,200916-125910_bem_798_elicit_21
138,2020-10-05T20:41:41Z,S1,201005-224141_bem_fb0_elicit_54
139,2020-09-16T10:41:50Z,S3 ,200916-124150_bem_a40_elicit_43
140,2018-01-01T04:22:08Z,S1,180101-062208_bem_d31_elicit_3
141,2020-09-25T04:26:06Z,S2,200925-062606_bem_798_elicit_29
142,2020-09-16T07:47:43Z,S7,200916-094743_bem_c20_elicit_34
143,2020-09-16T09:09:27Z,S7,200916-110927_bem_c20_elicit_44
144,2020-09-16T20:10:43Z,S4,200916-221043_bem_197_elicit_9
145,2020-10-06T23:17:12Z,S2,201007-011712_bem_798_elicit_3
146,2020-10-10T06:32:32Z,S6,201010-083232_bem_526_elicit_38
147,2020-10-07T16:11:24Z,S6,201007-181124_bem_526_elicit_15
148,2020-09-17T08:16:16Z,S3,200917-101616_bem_a40_elicit_109
149,2020-09-17T07:33:25Z,S3,200917-093325_bem_a40_elicit_16
150,2020-09-17T18:21:41Z,S1,200917-202141_bem_d31_elicit_3
151,2020-09-17T12:27:52Z,S4,200917-142752_bem_197_elicit_8
152,2020-10-01T17:32:22Z,S1,201001-193222_bem_fb0_elicit_42
153,2020-09-18T09:04:10Z,S4,200918-110410_bem_197_elicit_19
154,2020-10-02T07:19:08Z,S2,201002-091908_bem_798_elicit_0
155,2020-09-29T20:13:42Z,S1,200929-221342_bem_fb0_elicit_22
156,2018-01-01T04:00:18Z,S1,180101-060018_bem_d31_elicit_12
157,2020-09-16T18:24:26Z,S3,200916-202426_bem_a40_elicit_0
158,2020-10-06T08:52:03Z,S1,201006-105203_bem_fb0_elicit_51
159,2020-09-16T10:13:54Z,S4 ,200916-121354_bem_197_elicit_14
160,2020-09-16T09:56:46Z,S3 ,200916-115646_bem_a40_elicit_44
161,2020-09-17T21:45:43Z,S1,200917-234543_bem_d31_elicit_41
162,2020-09-16T03:44:05Z,S11 ,200916-054405_bem_a40_elicit_48
163,2020-09-17T14:37:39Z,S4,200917-163739_bem_197_elicit_12
164,2020-09-16T10:25:25Z,S3 ,200916-122525_bem_a40_elicit_12
165,2020-10-08T11:04:49Z,S6,201008-130449_bem_526_elicit_46
166,2020-09-17T07:33:25Z,S3,200917-093325_bem_a40_elicit_52
167,2020-10-10T05:34:03Z,S6,201010-073403_bem_526_elicit_6
168,2020-10-01T18:45:24Z,S1,201001-204524_bem_fb0_elicit_6
169,2020-10-06T23:38:31Z,S2,201007-013831_bem_798_elicit_0
170,2020-10-01T22:20:57Z,S1,201002-002057_bem_fb0_elicit_38
171,2020-10-05T20:41:41Z,S1,201005-224141_bem_fb0_elicit_13
172,2020-09-16T11:12:48Z,S3 ,200916-131248_bem_a40_elicit_30
173,2020-09-17T11:07:41Z,S7,200917-130741_bem_c20_elicit_9
174,2020-10-09T09:47:23Z,S15,201009-114723_bem_40e_elicit_43
175,2020-09-17T10:00:15Z,S3,200917-120015_bem_a40_elicit_57
176,2020-09-17T16:35:01Z,S4,200917-183501_bem_197_elicit_10
177,2020-09-16T10:07:39Z,S3 ,200916-120739_bem_a40_elicit_37
178,2020-10-07T17:04:10Z,S8,201007-190410_bem_c4b_elicit_6
179,2020-09-14T19:55:47Z,S5,200914-215547_bem_346_elicit_32
180,2018-01-01T11:41:24Z,S1,180101-134124_bem_d31_elicit_11
181,2020-09-14T19:46:39Z,S1,200914-214639_bem_d31_elicit_15
182,2020-10-04T18:13:13Z,S1,201004-201313_bem_fb0_elicit_48
183,2020-09-17T14:37:39Z,S4,200917-163739_bem_197_elicit_8
184,2018-01-01T12:19:37Z,S1,180101-141937_bem_d31_elicit_25
185,2020-10-12T16:46:52Z,S1,201012-184652_bem_fb0_elicit_20
186,2020-10-09T09:28:51Z,S12,201009-112851_bem_40e_elicit_13
187,2020-09-16T10:41:50Z,S3 ,200916-124150_bem_a40_elicit_1
188,2018-01-01T12:07:52Z,S1,180101-140752_bem_d31_elicit_29
189,2020-09-16T02:09:39Z,S2,200916-040939_bem_798_elicit_8
190,2020-09-18T07:01:25Z,S1,200918-090125_bem_d31_elicit_20
191,2020-09-16T13:45:19Z,S7,200916-154519_bem_c20_elicit_46
192,2020-09-16T11:22:46Z,S3 ,200916-132246_bem_a40_elicit_38
193,2020-09-15T21:49:14Z,S2,200915-234914_bem_798_elicit_34
194,2020-10-05T22:27:00Z,S1,201006-002700_bem_fb0_elicit_7
195,2020-09-16T09:34:09Z,S3 ,200916-113409_bem_a40_elicit_7
196,2020-09-21T21:53:28Z,S1,200921-235328_bem_d31_elicit_5
197,2020-10-01T22:02:24Z,S1,201002-000224_bem_fb0_elicit_1
198,2020-10-05T21:07:05Z,S1,201005-230705_bem_fb0_elicit_12
199,2020-10-01T22:02:24Z,S1,201002-000224_bem_fb0_elicit_27
200,2020-10-01T08:56:46Z,S2,201001-105646_bem_798_elicit_13
201,2018-01-01T00:02:49Z,S1,180101-020249_bem_d31_elicit_3
202,2020-09-18T06:24:18Z,S1,200918-082418_bem_d31_elicit_28
203,2020-09-16T17:47:44Z,S3,200916-194744_bem_a40_elicit_0
204,2020-09-17T20:12:20Z,S1,200917-221220_bem_d31_elicit_0
205,2020-09-21T17:22:47Z,S1,200921-192247_bem_d31_elicit_23
206,2018-01-01T04:00:18Z,S1,180101-060018_bem_d31_elicit_15
207,2020-09-21T09:24:00Z,S2,200921-112400_bem_798_elicit_5
208,2020-10-01T20:31:10Z,S1,201001-223110_bem_fb0_elicit_19
209,2020-09-15T21:03:37Z,S4,200915-230337_bem_197_elicit_18
210,2020-09-18T09:04:10Z,S4,200918-110410_bem_197_elicit_6
211,2020-10-06T23:17:12Z,S2,201007-011712_bem_798_elicit_1
212,2018-01-01T12:31:37Z,S1,180101-143137_bem_d31_elicit_18
213,2020-09-16T10:05:06Z,S2,200916-120506_bem_798_elicit_7
214,2020-09-15T23:01:58Z,S2,200916-010158_bem_798_elicit_25
215,2020-09-18T07:14:56Z,S4,200918-091456_bem_197_elicit_20
216,2020-09-16T13:26:23Z,S7,200916-152623_bem_c20_elicit_2
217,2020-10-05T19:21:05Z,S5,201005-212105_bem_40e_elicit_21
218,2020-09-14T19:46:39Z,S1,200914-214639_bem_d31_elicit_18
219,2020-09-18T09:15:41Z,S4,200918-111541_bem_197_elicit_27
220,2020-10-06T09:29:30Z,S1,201006-112930_bem_fb0_elicit_39
221,2020-10-05T22:20:50Z,S2,201006-002050_bem_798_elicit_22
222,2020-10-01T15:49:27Z,S1,201001-174927_bem_fb0_elicit_17
223,2020-10-11T20:11:53Z,S1,201011-221153_bem_fb0_elicit_17
224,2020-09-17T07:33:25Z,S3,200917-093325_bem_a40_elicit_47
225,2020-10-01T20:31:10Z,S1,201001-223110_bem_fb0_elicit_24
226,2020-09-23T21:05:49Z,S2,200923-230549_bem_798_elicit_29
227,2020-10-01T20:31:10Z,S1,201001-223110_bem_fb0_elicit_2
228,2020-09-14T19:35:35Z,S1,200914-213535_bem_d31_elicit_14
229,2020-09-16T13:01:25Z,S7,200916-150125_bem_c20_elicit_13
230,2020-10-06T23:17:12Z,S2,201007-011712_bem_798_elicit_33
231,2018-01-01T02:54:38Z,S1,180101-045438_bem_d31_elicit_0
232,2020-10-09T09:47:23Z,S15,201009-114723_bem_40e_elicit_30
233,2020-10-10T05:55:48Z,S6,201010-075548_bem_526_elicit_44
234,2020-09-18T08:03:09Z,S4,200918-100309_bem_197_elicit_4
235,2020-09-17T06:31:01Z,S3,200917-083101_bem_a40_elicit_11
236,2020-09-21T12:34:43Z,S2,200921-143443_bem_798_elicit_23
237,2020-09-16T17:58:42Z,S3,200916-195842_bem_a40_elicit_5
238,2020-09-18T10:00:21Z,S1,200918-120021_bem_d31_elicit_45
239,2020-09-22T07:36:21Z,S1,200922-093621_bem_d31_elicit_8
240,2020-09-16T10:13:54Z,S4 ,200916-121354_bem_197_elicit_19
241,2020-09-21T08:58:18Z,S2,200921-105818_bem_798_elicit_55
242,2020-10-04T08:34:54Z,S2,201004-103454_bem_798_elicit_15
243,2020-10-04T18:13:13Z,S1,201004-201313_bem_fb0_elicit_19
244,2020-09-16T11:22:46Z,S3 ,200916-132246_bem_a40_elicit_41
245,2020-09-17T10:00:15Z,S3,200917-120015_bem_a40_elicit_55
246,2018-01-01T00:35:48Z,S1,180101-023548_bem_d31_elicit_25
247,2020-09-16T12:28:56Z,S2,200916-142856_bem_798_elicit_25
248,2020-09-24T23:05:37Z,S2,200925-010537_bem_798_elicit_42
249,2020-09-16T11:37:12Z,S2,200916-133712_bem_798_elicit_21
250,2018-01-01T02:42:03Z,S1,180101-044203_bem_d31_elicit_50
251,2020-09-16T14:21:22Z,S10,200916-162122_bem_c20_elicit_8
252,2020-09-24T20:22:34Z,S2,200924-222234_bem_798_elicit_22
253,2020-10-01T20:52:21Z,S1,201001-225221_bem_fb0_elicit_14
254,2020-09-14T19:55:47Z,S5,200914-215547_bem_346_elicit_27
255,2020-09-18T07:01:25Z,S1,200918-090125_bem_d31_elicit_42
256,2020-09-18T08:46:42Z,S4,200918-104642_bem_197_elicit_24
257,2020-09-17T11:38:28Z,S4,200917-133828_bem_197_elicit_24
258,2020-10-09T08:50:41Z,S6,201009-105041_bem_526_elicit_40
259,2020-09-16T17:36:11Z,S9,200916-193611_bem_346_elicit_11
260,2020-10-06T22:49:08Z,S2,201007-004908_bem_798_elicit_2
261,2018-01-01T11:41:24Z,S1,180101-134124_bem_d31_elicit_39
262,2020-10-05T19:24:22Z,S1,201005-212422_bem_fb0_elicit_2
263,2020-10-05T21:27:41Z,S1,201005-232741_bem_fb0_elicit_23
264,2020-09-29T20:34:49Z,S1,200929-223449_bem_fb0_elicit_4
265,2020-09-18T09:39:20Z,S1,200918-113920_bem_d31_elicit_24
266,2020-09-18T07:53:42Z,S4,200918-095342_bem_197_elicit_21
267,2020-09-18T08:07:05Z,S3,200918-100705_bem_a40_elicit_48
268,2020-09-16T09:09:27Z,S7,200916-110927_bem_c20_elicit_11
269,2020-10-12T16:07:20Z,S1,201012-180720_bem_fb0_elicit_16
270,2018-01-01T20:34:27Z,S1,180101-223427_bem_d31_elicit_10
271,2020-09-21T15:19:29Z,S2,200921-171929_bem_798_elicit_17
272,2020-09-17T16:59:36Z,S1,200917-185936_bem_d31_elicit_18
273,2020-09-17T20:12:20Z,S1,200917-221220_bem_d31_elicit_43
274,2020-09-16T10:07:39Z,S3 ,200916-120739_bem_a40_elicit_31
275,2018-01-01T19:39:30Z,S1,180101-213930_bem_d31_elicit_49
276,2020-10-01T15:20:58Z,S1,201001-172058_bem_fb0_elicit_46
277,2020-10-01T21:45:13Z,S1,201001-234513_bem_fb0_elicit_32
278,2020-09-16T21:28:41Z,S5,200916-232841_bem_346_elicit_18
279,2020-10-02T04:32:30Z,S2,201002-063230_bem_798_elicit_37
280,2020-09-22T06:40:33Z,S1,200922-084033_bem_d31_elicit_25
281,2020-09-17T09:39:13Z,S3,200917-113913_bem_a40_elicit_25
282,2020-09-21T19:41:44Z,S2,200921-214144_bem_798_elicit_1
283,2020-10-03T22:17:34Z,S2,201004-001734_bem_798_elicit_35
284,2020-09-18T08:51:35Z,S3,200918-105135_bem_a40_elicit_87
285,2020-09-21T14:24:47Z,S2,200921-162447_bem_798_elicit_37
286,2020-10-01T22:20:57Z,S1,201002-002057_bem_fb0_elicit_7
287,2020-09-16T12:36:00Z,S3,200916-143600_bem_a40_elicit_16
288,2020-09-16T10:58:00Z,S3 ,200916-125800_bem_a40_elicit_15
289,2020-09-16T10:13:54Z,S4 ,200916-121354_bem_197_elicit_15
290,2020-09-16T08:32:34Z,S4 ,200916-103234_bem_197_elicit_1
291,2020-10-06T23:38:31Z,S2,201007-013831_bem_798_elicit_28
292,2020-10-05T20:41:41Z,S1,201005-224141_bem_fb0_elicit_29
293,2020-09-16T18:24:26Z,S3,200916-202426_bem_a40_elicit_38
294,2020-09-24T23:05:37Z,S2,200925-010537_bem_798_elicit_19
295,2020-09-16T01:30:28Z,S2,200916-033028_bem_798_elicit_48
296,2020-10-04T09:32:33Z,S2,201004-113233_bem_798_elicit_12
297,2020-09-15T23:58:47Z,S2,200916-015847_bem_798_elicit_4
298,2020-09-18T08:15:06Z,S4,200918-101506_bem_197_elicit_1
299,2020-09-24T18:09:08Z,S2,200924-200908_bem_798_elicit_4
300,2020-09-16T20:38:05Z,S5,200916-223805_bem_346_elicit_28
301,2020-09-14T20:05:11Z,S5,200914-220511_bem_346_elicit_37
302,2020-09-24T23:05:37Z,S2,200925-010537_bem_798_elicit_37
303,2020-10-12T17:39:16Z,S1,201012-193916_bem_fb0_elicit_29
304,2020-09-17T07:20:57Z,S3,200917-092057_bem_a40_elicit_3
305,2020-09-22T08:01:07Z,S1,200922-100107_bem_d31_elicit_38
306,2020-09-24T17:41:33Z,S2,200924-194133_bem_798_elicit_29
307,2020-10-01T18:45:24Z,S1,201001-204524_bem_fb0_elicit_9
308,2020-09-18T08:15:06Z,S4,200918-101506_bem_197_elicit_7
309,2020-09-25T05:01:27Z,S2,200925-070127_bem_798_elicit_12
310,2020-09-15T21:49:14Z,S2,200915-234914_bem_798_elicit_2
311,2018-01-01T00:02:49Z,S1,180101-020249_bem_d31_elicit_48
312,2020-09-16T02:09:39Z,S2,200916-040939_bem_798_elicit_23
313,2020-10-01T22:20:57Z,S1,201002-002057_bem_fb0_elicit_3
314,2020-09-16T18:13:36Z,S3,200916-201336_bem_a40_elicit_32
315,2020-09-24T19:45:22Z,S2,200924-214522_bem_798_elicit_8
316,2020-10-11T20:11:53Z,S1,201011-221153_bem_fb0_elicit_18
317,2020-09-16T18:29:47Z,S4 ,200916-202947_bem_197_elicit_11
318,2018-01-01T04:22:08Z,S1,180101-062208_bem_d31_elicit_35
319,2020-10-12T16:46:52Z,S1,201012-184652_bem_fb0_elicit_18
320,2020-10-12T17:23:22Z,S1,201012-192322_bem_fb0_elicit_7
321,2020-09-16T13:45:19Z,S7,200916-154519_bem_c20_elicit_21
322,2020-10-12T16:23:47Z,S1,201012-182347_bem_fb0_elicit_28
323,2020-09-18T06:24:18Z,S1,200918-082418_bem_d31_elicit_44
324,2020-09-16T15:38:47Z,S3,200916-173847_bem_a40_elicit_13
325,2020-09-16T13:13:15Z,S4 ,200916-151315_bem_197_elicit_11
326,2020-09-22T07:00:11Z,S1,200922-090011_bem_d31_elicit_7
327,2020-09-17T10:00:15Z,S3,200917-120015_bem_a40_elicit_27
328,2020-09-21T19:41:44Z,S2,200921-214144_bem_798_elicit_24
329,2020-09-17T16:35:01Z,S4,200917-183501_bem_197_elicit_3
330,2020-10-01T17:55:52Z,S1,201001-195552_bem_fb0_elicit_17
331,2020-09-17T06:31:01Z,S3,200917-083101_bem_a40_elicit_43
332,2020-09-16T10:59:10Z,S2,200916-125910_bem_798_elicit_11
333,2018-01-02T12:32:43Z,S1,180102-143243_bem_d31_elicit_31
334,2020-09-14T16:56:07Z,S1,200914-185607_bem_d31_elicit_1
335,2020-09-18T09:30:07Z,S4,200918-113007_bem_197_elicit_2
336,2020-09-18T06:40:55Z,S4,200918-084055_bem_197_elicit_11
337,2020-09-17T09:17:22Z,S3,200917-111722_bem_a40_elicit_48
338,2020-09-16T14:21:22Z,S10,200916-162122_bem_c20_elicit_46
339,2020-09-17T11:07:41Z,S7,200917-130741_bem_c20_elicit_1
340,2020-09-18T11:01:45Z,S1,200918-130145_bem_d31_elicit_15
341,2020-09-18T07:34:53Z,S4,200918-093453_bem_197_elicit_8
342,2020-10-01T23:15:19Z,S1,201002-011519_bem_fb0_elicit_3
343,2020-09-17T12:30:10Z,S5,200917-143010_bem_346_elicit_5
344,2020-10-07T21:08:06Z,S6,201007-230806_bem_526_elicit_2
345,2020-10-03T21:59:42Z,S2,201003-235942_bem_798_elicit_19
346,2020-10-05T21:07:05Z,S1,201005-230705_bem_fb0_elicit_2
347,2020-09-16T09:34:09Z,S3 ,200916-113409_bem_a40_elicit_47
348,2020-09-16T10:25:25Z,S3 ,200916-122525_bem_a40_elicit_24
349,2018-01-01T10:09:03Z,S1,180101-120903_bem_d31_elicit_18
350,2020-09-16T18:24:26Z,S3,200916-202426_bem_a40_elicit_29
351,2020-09-15T10:01:30Z,S9,200915-120130_bem_346_elicit_45
352,2020-10-09T09:00:17Z,S5,201009-110017_bem_40e_elicit_35
353,2018-01-01T00:35:48Z,S1,180101-023548_bem_d31_elicit_21
354,2020-09-16T07:47:43Z,S7,200916-094743_bem_c20_elicit_21
355,2020-09-29T20:34:49Z,S1,200929-223449_bem_fb0_elicit_44
356,2020-09-14T18:24:59Z,S1,200914-202459_bem_d31_elicit_5
357,2020-09-17T18:14:07Z,S5,200917-201407_bem_346_elicit_20
358,2020-10-01T20:31:10Z,S1,201001-223110_bem_fb0_elicit_3
359,2020-09-16T19:04:58Z,S4,200916-210458_bem_197_elicit_22
360,2020-09-21T08:58:18Z,S2,200921-105818_bem_798_elicit_25
361,2020-09-24T19:45:22Z,S2,200924-214522_bem_798_elicit_43
362,2020-09-16T17:58:42Z,S3,200916-195842_bem_a40_elicit_38
363,2020-10-05T20:20:19Z,S1,201005-222019_bem_fb0_elicit_22
364,2020-09-18T09:04:10Z,S4,200918-110410_bem_197_elicit_7
365,2020-09-16T13:26:23Z,S7,200916-152623_bem_c20_elicit_47
366,2020-09-25T04:12:20Z,S2,200925-061220_bem_798_elicit_39
367,2020-10-01T22:55:39Z,S1,201002-005539_bem_fb0_elicit_52
